case_id,file_id,section_path,segment_type,has_citation,n_candidates,chunk_1,idx_1,score_1,chunk_2,idx_2,score_2,chunk_3,idx_3,score_3,idx_gap_12,idx_gap_13,score_gap_12,score_gap_13
003_recipe_all_table_rows,yFpvytc5zGpM,詳細内容/41,bullet,True,3,transcript:109,109,0.9186,transcript:119,119,0.9056,transcript:113,113,0.8692,10,4,0.0129,0.0494
003_recipe_all_table_rows,yFpvytc5zGpM,詳細内容/42,bullet,True,3,transcript:115,115,0.8841,transcript:118,118,0.8786,transcript:114,114,0.8736,3,1,0.0055,0.0105
003_recipe_all_table_rows,yFpvytc5zGpM,重要ポイントまとめ/row/0,bullet,True,3,transcript:26,26,0.844,transcript:23,23,0.8442,transcript:24,24,0.8292,3,2,-0.0001,0.0148
003_recipe_all_table_rows,yFpvytc5zGpM,重要ポイントまとめ/row/1,bullet,True,3,transcript:43,43,0.8038,transcript:92,92,0.8229,transcript:72,72,0.7999,49,29,-0.0191,0.0039
003_recipe_all_table_rows,yFpvytc5zGpM,重要ポイントまとめ/row/2,bullet,True,3,transcript:93,93,0.8346,transcript:43,43,0.8252,transcript:26,26,0.8182,50,67,0.0094,0.0163
003_recipe_all_table_rows,yFpvytc5zGpM,重要ポイントまとめ/row/3,bullet,True,3,transcript:109,109,0.8073,transcript:78,78,0.8139,transcript:84,84,0.8118,31,25,-0.0066,-0.0045
003_recipe_all_table_rows,yFpvytc5zGpM,重要ポイントまとめ/row/4,bullet,True,3,transcript:113,113,0.8298,transcript:109,109,0.8257,transcript:110,110,0.8319,4,3,0.0041,-0.0021
003_recipe_all_table_rows,yFpvytc5zGpM,結論/0,paragraph,True,3,transcript:2,2,0.9211,transcript:79,79,0.9005,transcript:3,3,0.8813,77,1,0.0206,0.0399
004_dq_section_boundary,KtVKUiry6S_d,/0,paragraph,True,3,transcript:40,40,0.9015,transcript:45,45,0.8752,transcript:3,3,0.9249,5,37,0.0263,-0.0234
004_dq_section_boundary,KtVKUiry6S_d,導入/0,paragraph,True,3,transcript:4,4,0.9576,transcript:3,3,0.9515,transcript:0,0,0.8966,1,4,0.0061,0.061
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/0,paragraph,True,3,transcript:0,0,0.8965,transcript:1,1,0.8811,transcript:3,3,0.8719,1,3,0.0154,0.0246
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/1,bullet,True,3,transcript:0,0,0.9208,transcript:1,1,0.8897,transcript:3,3,0.882,1,3,0.0311,0.0388
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/2,bullet,True,3,transcript:0,0,0.9255,transcript:1,1,0.8864,transcript:3,3,0.871,1,3,0.0391,0.0545
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/3,bullet,True,3,transcript:1,1,0.8855,transcript:0,0,0.8762,transcript:3,3,0.8618,1,2,0.0092,0.0237
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/4,paragraph,True,3,transcript:2,2,0.8889,transcript:1,1,0.8766,transcript:3,3,0.8575,1,1,0.0122,0.0313
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/5,paragraph,True,3,transcript:3,3,0.939,transcript:0,0,0.912,transcript:1,1,0.887,3,2,0.0269,0.052
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/6,paragraph,True,3,transcript:5,5,0.9279,transcript:4,4,0.9198,transcript:3,3,0.9052,1,2,0.0081,0.0227
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/7,bullet,True,3,transcript:5,5,0.9365,transcript:8,8,0.9034,transcript:0,0,0.8934,3,5,0.0331,0.0432
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/8,bullet,True,3,transcript:5,5,0.9579,transcript:7,7,0.9092,transcript:8,8,0.9088,2,3,0.0488,0.0491
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/9,bullet,True,3,transcript:8,8,0.96,transcript:0,0,0.8987,transcript:5,5,0.8981,8,3,0.0613,0.0619
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/10,paragraph,True,3,transcript:6,6,0.9373,transcript:1,1,0.8922,transcript:8,8,0.8879,5,2,0.0451,0.0494
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/11,paragraph,True,3,transcript:10,10,0.9078,transcript:12,12,0.9051,transcript:11,11,0.8886,2,1,0.0027,0.0192
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/12,paragraph,True,3,transcript:11,11,0.9174,transcript:12,12,0.9139,transcript:14,14,0.8686,1,3,0.0035,0.0488
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/13,paragraph,True,3,transcript:13,13,0.9502,transcript:14,14,0.8992,transcript:17,17,0.8756,1,4,0.051,0.0746
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/14,bullet,True,3,transcript:15,15,0.9007,transcript:18,18,0.9003,transcript:16,16,0.8822,3,1,0.0003,0.0185
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/15,bullet,True,3,transcript:18,18,0.8786,transcript:15,15,0.8674,transcript:12,12,0.8656,3,6,0.0112,0.013
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/16,bullet,True,3,transcript:16,16,0.9034,transcript:15,15,0.8835,transcript:18,18,0.8588,1,2,0.02,0.0446
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/17,bullet,True,3,transcript:16,16,0.9072,transcript:15,15,0.8914,transcript:18,18,0.8708,1,2,0.0158,0.0363
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/18,bullet,True,3,transcript:11,11,0.8629,transcript:18,18,0.8366,transcript:16,16,0.8194,7,5,0.0264,0.0435
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/19,bullet,True,3,transcript:14,14,0.8188,transcript:18,18,0.8092,transcript:15,15,0.8063,4,1,0.0097,0.0126
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/20,paragraph,True,3,transcript:18,18,0.9357,transcript:13,13,0.906,transcript:14,14,0.8812,5,4,0.0298,0.0545
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/21,paragraph,True,3,transcript:18,18,0.9502,transcript:19,19,0.914,transcript:13,13,0.906,1,5,0.0362,0.0442
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/22,paragraph,True,3,transcript:19,19,0.9414,transcript:42,42,0.9221,transcript:29,29,0.9137,23,10,0.0194,0.0278
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/23,paragraph,True,3,transcript:40,40,0.8724,transcript:25,25,0.8674,transcript:20,20,0.8659,15,20,0.005,0.0065
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/24,bullet,True,3,transcript:27,27,0.9301,transcript:37,37,0.9237,transcript:18,18,0.9225,10,9,0.0064,0.0076
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/25,bullet,True,3,transcript:24,24,0.9278,transcript:43,43,0.8875,transcript:23,23,0.8803,19,1,0.0403,0.0475
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/26,paragraph,True,3,transcript:25,25,0.8773,transcript:40,40,0.8713,transcript:24,24,0.8596,15,1,0.006,0.0177
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/27,bullet,True,3,transcript:24,24,0.8908,transcript:37,37,0.88,transcript:43,43,0.8713,13,19,0.0109,0.0195
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/28,bullet,True,3,transcript:25,25,0.882,transcript:26,26,0.8694,transcript:37,37,0.834,1,12,0.0126,0.048
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/29,bullet,True,3,transcript:26,26,0.9239,transcript:24,24,0.9018,transcript:25,25,0.8969,2,1,0.0221,0.027
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/30,paragraph,True,3,transcript:25,25,0.8656,transcript:40,40,0.8607,transcript:36,36,0.8511,15,11,0.0049,0.0145
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/31,bullet,True,3,transcript:21,21,0.9137,transcript:33,33,0.9005,transcript:37,37,0.8991,12,16,0.0132,0.0146
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/32,bullet,True,3,transcript:24,24,0.8785,transcript:37,37,0.8751,transcript:43,43,0.8711,13,19,0.0034,0.0074
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/33,bullet,True,3,transcript:38,38,0.9348,transcript:34,34,0.9298,transcript:18,18,0.9141,4,20,0.005,0.0207
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/34,bullet,True,3,transcript:39,39,0.912,transcript:34,34,0.8956,transcript:41,41,0.8854,5,2,0.0165,0.0266
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/35,paragraph,True,3,transcript:42,42,0.9264,transcript:40,40,0.8642,transcript:41,41,0.8466,2,1,0.0622,0.0797
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/36,paragraph,True,3,transcript:42,42,0.9221,transcript:40,40,0.8654,transcript:44,44,0.8504,2,2,0.0567,0.0717
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/37,paragraph,True,3,transcript:42,42,0.9522,transcript:45,45,0.9053,transcript:44,44,0.8879,3,2,0.0469,0.0643
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/38,paragraph,True,3,transcript:44,44,0.9025,transcript:43,43,0.8954,transcript:42,42,0.8855,1,2,0.007,0.0169
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/39,paragraph,True,3,transcript:47,47,0.9434,transcript:49,49,0.8799,transcript:45,45,0.8738,2,2,0.0635,0.0697
004_dq_section_boundary,KtVKUiry6S_d,詳細内容/40,paragraph,True,3,transcript:48,48,0.9251,transcript:49,49,0.8964,transcript:46,46,0.8907,1,2,0.0288,0.0344
004_dq_section_boundary,KtVKUiry6S_d,重要ポイントまとめ/row/0,bullet,True,3,transcript:18,18,0.8786,transcript:15,15,0.8482,transcript:51,51,0.8452,3,33,0.0304,0.0333
004_dq_section_boundary,KtVKUiry6S_d,重要ポイントまとめ/row/1,bullet,True,3,transcript:43,43,0.8346,transcript:18,18,0.838,transcript:51,51,0.823,25,8,-0.0035,0.0116
004_dq_section_boundary,KtVKUiry6S_d,重要ポイントまとめ/row/2,bullet,True,3,transcript:19,19,0.8572,transcript:15,15,0.8462,transcript:22,22,0.8296,4,3,0.011,0.0276
004_dq_section_boundary,KtVKUiry6S_d,重要ポイントまとめ/row/3,bullet,True,3,transcript:27,27,0.8903,transcript:40,40,0.8839,transcript:18,18,0.8746,13,9,0.0065,0.0157
004_dq_section_boundary,KtVKUiry6S_d,重要ポイントまとめ/row/4,bullet,True,3,transcript:24,24,0.8532,transcript:40,40,0.838,transcript:37,37,0.8466,16,13,0.0152,0.0066
004_dq_section_boundary,KtVKUiry6S_d,重要ポイントまとめ/row/5,bullet,True,3,transcript:40,40,0.8801,transcript:27,27,0.8769,transcript:18,18,0.8794,13,22,0.0033,0.0008
004_dq_section_boundary,KtVKUiry6S_d,重要ポイントまとめ/row/6,bullet,True,3,transcript:42,42,0.8858,transcript:45,45,0.8523,transcript:3,3,0.8401,3,39,0.0335,0.0456
004_dq_section_boundary,KtVKUiry6S_d,結論/0,paragraph,True,3,transcript:22,22,0.9216,transcript:40,40,0.9128,transcript:42,42,0.9475,18,20,0.0088,-0.0259
005_recipe_section_transitions,yFpvytc5zGpM,/0,paragraph,True,3,transcript:20,20,0.8596,transcript:121,121,0.8608,transcript:0,0,0.8954,101,20,-0.0012,-0.0359
005_recipe_section_transitions,yFpvytc5zGpM,導入/0,paragraph,True,3,transcript:2,2,0.9425,transcript:0,0,0.9414,transcript:3,3,0.894,2,1,0.0011,0.0485
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/0,bullet,True,3,transcript:2,2,0.9198,transcript:3,3,0.8873,transcript:0,0,0.8872,1,2,0.0325,0.0326
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/1,bullet,True,3,transcript:3,3,0.9277,transcript:2,2,0.8806,transcript:4,4,0.8579,1,1,0.0471,0.0697
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/2,bullet,True,3,transcript:4,4,0.9381,transcript:2,2,0.8858,transcript:3,3,0.8824,2,1,0.0523,0.0557
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/3,bullet,True,3,transcript:7,7,0.9057,transcript:5,5,0.8861,transcript:9,9,0.8833,2,2,0.0196,0.0224
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/4,bullet,True,3,transcript:9,9,0.9345,transcript:12,12,0.9341,transcript:14,14,0.9278,3,5,0.0004,0.0067
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/5,bullet,True,3,transcript:27,27,0.9443,transcript:23,23,0.9318,transcript:26,26,0.9243,4,1,0.0125,0.02
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/6,bullet,True,3,transcript:26,26,0.9503,transcript:25,25,0.9305,transcript:23,23,0.9264,1,3,0.0198,0.0238
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/7,bullet,True,3,transcript:27,27,0.8976,transcript:29,29,0.8962,transcript:30,30,0.8948,2,3,0.0013,0.0027
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/8,bullet,True,3,transcript:35,35,0.8878,transcript:16,16,0.8778,transcript:19,19,0.8628,19,16,0.01,0.025
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/9,bullet,True,3,transcript:19,19,0.9156,transcript:41,41,0.8917,transcript:33,33,0.8741,22,14,0.0239,0.0415
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/10,bullet,True,3,transcript:42,42,0.9311,transcript:18,18,0.9247,transcript:12,12,0.9238,24,30,0.0064,0.0073
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/11,bullet,True,3,transcript:61,61,0.8898,transcript:79,79,0.8808,transcript:59,59,0.8763,18,2,0.009,0.0135
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/12,bullet,True,3,transcript:45,45,0.8948,transcript:78,78,0.8821,transcript:43,43,0.8783,33,2,0.0127,0.0164
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/13,bullet,True,3,transcript:47,47,0.9185,transcript:54,54,0.8971,transcript:78,78,0.8957,7,31,0.0215,0.0229
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/14,bullet,True,3,transcript:52,52,0.9367,transcript:47,47,0.9164,transcript:51,51,0.9029,5,1,0.0203,0.0338
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/15,bullet,True,3,transcript:56,56,0.9244,transcript:52,52,0.8945,transcript:76,76,0.8876,4,20,0.0299,0.0368
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/16,bullet,True,3,transcript:65,65,0.9244,transcript:58,58,0.9205,transcript:59,59,0.9103,7,6,0.0039,0.0141
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/17,bullet,True,3,transcript:70,70,0.9103,transcript:64,64,0.8904,transcript:66,66,0.8767,6,4,0.0199,0.0336
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/18,bullet,True,3,transcript:72,72,0.8692,transcript:79,79,0.8675,transcript:53,53,0.849,7,19,0.0016,0.0202
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/19,bullet,True,3,transcript:71,71,0.9181,transcript:72,72,0.8803,transcript:43,43,0.855,1,28,0.0378,0.0631
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/20,bullet,True,3,transcript:75,75,0.9474,transcript:73,73,0.9269,transcript:76,76,0.9048,2,1,0.0205,0.0426
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/21,paragraph,True,3,transcript:65,65,0.8177,transcript:43,43,0.8151,transcript:64,64,0.815,22,1,0.0025,0.0027
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/22,bullet,True,3,transcript:77,77,0.8936,transcript:75,75,0.8701,transcript:73,73,0.8695,2,4,0.0235,0.0241
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/23,bullet,True,3,transcript:79,79,0.9157,transcript:92,92,0.8766,transcript:85,85,0.86,13,6,0.0391,0.0558
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/24,bullet,True,3,transcript:80,80,0.952,transcript:87,87,0.9423,transcript:81,81,0.9081,7,1,0.0097,0.0439
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/25,bullet,True,3,transcript:82,82,0.9156,transcript:83,83,0.8521,transcript:87,87,0.8319,1,5,0.0635,0.0837
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/26,bullet,True,3,transcript:86,86,0.9242,transcript:84,84,0.8968,transcript:92,92,0.893,2,6,0.0274,0.0313
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/27,bullet,True,3,transcript:88,88,0.9303,transcript:87,87,0.9197,transcript:91,91,0.9066,1,3,0.0107,0.0237
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/28,bullet,True,3,transcript:92,92,0.9202,transcript:79,79,0.8895,transcript:91,91,0.8796,13,1,0.0307,0.0406
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/29,bullet,True,3,transcript:93,93,0.9348,transcript:92,92,0.9118,transcript:95,95,0.8988,1,2,0.0229,0.036
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/30,bullet,True,3,transcript:95,95,0.8857,transcript:96,96,0.8547,transcript:109,109,0.854,1,14,0.031,0.0316
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/31,bullet,True,3,transcript:97,97,0.9393,transcript:100,100,0.8961,transcript:96,96,0.8835,3,1,0.0432,0.0558
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/32,bullet,True,3,transcript:101,101,0.9453,transcript:104,104,0.9128,transcript:102,102,0.8861,3,1,0.0325,0.0591
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/33,bullet,True,3,transcript:106,106,0.9121,transcript:107,107,0.9045,transcript:104,104,0.8859,1,2,0.0076,0.0262
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/34,bullet,True,3,transcript:107,107,0.8892,transcript:101,101,0.8811,transcript:106,106,0.8791,6,1,0.0081,0.0101
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/35,bullet,True,3,transcript:109,109,0.927,transcript:104,104,0.8545,transcript:101,101,0.8541,5,8,0.0726,0.0729
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/36,bullet,True,3,transcript:107,107,0.8843,transcript:108,108,0.8824,transcript:95,95,0.8531,1,12,0.0019,0.0311
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/37,bullet,True,3,transcript:110,110,0.9192,transcript:121,121,0.8788,transcript:120,120,0.872,11,10,0.0405,0.0472
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/38,bullet,True,3,transcript:110,110,0.9451,transcript:113,113,0.9017,transcript:112,112,0.8896,3,2,0.0434,0.0555
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/39,bullet,True,3,transcript:113,113,0.9253,transcript:116,116,0.9209,transcript:117,117,0.9104,3,4,0.0043,0.0149
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/40,bullet,True,3,transcript:117,117,0.9158,transcript:116,116,0.9063,transcript:112,112,0.8943,1,5,0.0095,0.0215
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/41,bullet,True,3,transcript:109,109,0.9186,transcript:119,119,0.9056,transcript:113,113,0.8692,10,4,0.0129,0.0494
005_recipe_section_transitions,yFpvytc5zGpM,詳細内容/42,bullet,True,3,transcript:115,115,0.8841,transcript:118,118,0.8786,transcript:114,114,0.8736,3,1,0.0055,0.0105
005_recipe_section_transitions,yFpvytc5zGpM,重要ポイントまとめ/row/0,bullet,True,3,transcript:26,26,0.844,transcript:23,23,0.8442,transcript:24,24,0.8292,3,2,-0.0001,0.0148
005_recipe_section_transitions,yFpvytc5zGpM,重要ポイントまとめ/row/1,bullet,True,3,transcript:43,43,0.8038,transcript:92,92,0.8229,transcript:72,72,0.7999,49,29,-0.0191,0.0039
005_recipe_section_transitions,yFpvytc5zGpM,重要ポイントまとめ/row/2,bullet,True,3,transcript:93,93,0.8346,transcript:43,43,0.8252,transcript:26,26,0.8182,50,67,0.0094,0.0163
005_recipe_section_transitions,yFpvytc5zGpM,重要ポイントまとめ/row/3,bullet,True,3,transcript:109,109,0.8073,transcript:78,78,0.8139,transcript:84,84,0.8118,31,25,-0.0066,-0.0045
005_recipe_section_transitions,yFpvytc5zGpM,重要ポイントまとめ/row/4,bullet,True,3,transcript:113,113,0.8298,transcript:109,109,0.8257,transcript:110,110,0.8319,4,3,0.0041,-0.0021
005_recipe_section_transitions,yFpvytc5zGpM,結論/0,paragraph,True,3,transcript:2,2,0.9211,transcript:79,79,0.9005,transcript:3,3,0.8813,77,1,0.0206,0.0399
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,/0,paragraph,True,3,transcript:5,5,0.8541,transcript:64,64,0.8529,transcript:69,69,0.8399,59,64,0.0012,0.0142
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,/1,paragraph,True,3,transcript:0,0,0.8839,transcript:1,1,0.8586,transcript:5,5,0.8585,1,5,0.0253,0.0254
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,導入/0,paragraph,True,3,transcript:1,1,0.8366,transcript:0,0,0.8151,transcript:2,2,0.8112,1,1,0.0215,0.0254
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/0,bullet,True,3,transcript:8,8,0.9335,transcript:7,7,0.8984,transcript:9,9,0.8977,1,1,0.0351,0.0358
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/1,paragraph,True,3,transcript:14,14,0.9394,transcript:9,9,0.9292,transcript:12,12,0.9288,5,2,0.0101,0.0106
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/2,bullet,True,3,transcript:15,15,0.9086,transcript:14,14,0.8883,transcript:11,11,0.8831,1,4,0.0203,0.0255
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/3,paragraph,True,3,transcript:48,48,0.8565,transcript:17,17,0.856,transcript:21,21,0.8501,31,27,0.0005,0.0064
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/4,bullet,True,3,transcript:27,27,0.8857,transcript:53,53,0.8797,transcript:39,39,0.8704,26,12,0.0061,0.0153
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/5,bullet,True,3,transcript:18,18,0.9054,transcript:20,20,0.8871,transcript:17,17,0.8834,2,1,0.0183,0.0219
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/6,bullet,True,3,transcript:22,22,0.9079,transcript:26,26,0.8964,transcript:23,23,0.8867,4,1,0.0115,0.0212
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/7,bullet,True,3,transcript:26,26,0.9338,transcript:27,27,0.9322,transcript:25,25,0.9275,1,1,0.0017,0.0064
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/8,bullet,True,3,transcript:39,39,0.9036,transcript:53,53,0.8851,transcript:29,29,0.8839,14,10,0.0185,0.0197
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/9,bullet,True,3,transcript:28,28,0.9378,transcript:37,37,0.9103,transcript:43,43,0.909,9,15,0.0275,0.0288
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/10,bullet,True,3,transcript:33,33,0.9542,transcript:31,31,0.9407,transcript:32,32,0.9129,2,1,0.0135,0.0414
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/11,bullet,True,3,transcript:37,37,0.9231,transcript:29,29,0.9166,transcript:43,43,0.9114,8,6,0.0066,0.0117
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/12,bullet,True,3,transcript:20,20,0.8549,transcript:53,53,0.8499,transcript:39,39,0.8465,33,19,0.005,0.0084
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/13,bullet,True,3,transcript:37,37,0.9148,transcript:39,39,0.9065,transcript:30,30,0.9059,2,7,0.0084,0.0089
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/14,bullet,True,3,transcript:53,53,0.9123,transcript:39,39,0.8977,transcript:29,29,0.8954,14,24,0.0147,0.0169
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/15,bullet,True,3,transcript:55,55,0.9402,transcript:56,56,0.8908,transcript:29,29,0.8732,1,26,0.0494,0.067
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/16,bullet,True,3,transcript:57,57,0.8779,transcript:61,61,0.8666,transcript:39,39,0.8655,4,18,0.0114,0.0125
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/17,bullet,True,3,transcript:59,59,0.9033,transcript:61,61,0.8937,transcript:58,58,0.8882,2,1,0.0096,0.0151
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/18,bullet,True,3,transcript:62,62,0.9139,transcript:61,61,0.8947,transcript:68,68,0.8675,1,6,0.0192,0.0463
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/19,bullet,True,3,transcript:68,68,0.8643,transcript:63,63,0.861,transcript:66,66,0.8531,5,2,0.0033,0.0112
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/20,bullet,True,3,transcript:64,64,0.897,transcript:66,66,0.8675,transcript:65,65,0.8497,2,1,0.0295,0.0473
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,詳細内容/21,bullet,True,3,transcript:66,66,0.9603,transcript:67,67,0.9005,transcript:64,64,0.8533,1,2,0.0598,0.107
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,重要ポイントまとめ/row/0,bullet,True,3,transcript:9,9,0.8376,transcript:10,10,0.8336,transcript:66,66,0.8304,1,57,0.0041,0.0072
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,重要ポイントまとめ/row/1,bullet,True,3,transcript:11,11,0.8301,transcript:10,10,0.8286,transcript:12,12,0.8248,1,1,0.0015,0.0053
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,重要ポイントまとめ/row/2,bullet,True,3,transcript:13,13,0.8386,transcript:12,12,0.8307,transcript:66,66,0.8271,1,53,0.0079,0.0115
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,重要ポイントまとめ/row/3,bullet,True,3,transcript:14,14,0.8442,transcript:66,66,0.8236,transcript:13,13,0.8146,52,1,0.0206,0.0296
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,重要ポイントまとめ/row/4,bullet,True,3,transcript:61,61,0.8254,transcript:60,60,0.7988,transcript:57,57,0.8149,1,4,0.0266,0.0105
006_lecture_yamanaka_bracket_anchor,mQb3-7ABpBzo,結論/0,paragraph,True,3,transcript:1,1,0.8385,transcript:68,68,0.8737,transcript:5,5,0.8383,67,4,-0.0352,0.0002
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,/0,paragraph,True,3,transcript:80,80,0.8781,transcript:67,67,0.8499,transcript:7,7,0.8553,13,73,0.0282,0.0228
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,導入/0,paragraph,True,3,transcript:0,0,0.8325,transcript:1,1,0.7733,transcript:2,2,0.7381,1,2,0.0593,0.0945
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/0,bullet,True,3,transcript:13,13,0.958,transcript:23,23,0.9258,transcript:16,16,0.8996,10,3,0.0322,0.0584
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/1,bullet,True,3,transcript:26,26,0.9023,transcript:27,27,0.8581,transcript:24,24,0.8564,1,2,0.0442,0.0459
